"","plot","species","year","abundance","SLA","Height","Seed_mass","beta_contrib"
"305","E9","Vicia tetrasperma",2022,1,31.8964966933333,0.384375,4.24571428571429,0.000598016902874727
"306","E9","Vinealobryum vineale",2021,1,NA,NA,NA,0.000117786159008582
"307","F2","Galega officinalis",2022,1,44.331,0.9,6.992,0.00837223664024619
"308","F2","Struthiopteris spicant",2022,1,NA,NA,NA,0.00837223664024619
"309","F2","Struthiopteris spicant",2023,1,NA,NA,NA,0.0388690838098254
"310","F3","Carex pendula",2022,1,13.3,0.5,0.665,0.00558149109349745
"311","F3","Gaultheria mucronata",2022,1,NA,NA,NA,0.00558149109349745
"312","F3","Leycesteria formosa",2022,1,NA,2,0.4,0.00558149109349745
"313","F3","Prunus laurocerasus",2021,1,5.70778291362008,5.42536,250.098571428571,0.0567064397131898
"314","F4","Agrostemma githago",2022,1,17.818,0.744615384615385,12.2004,0.00418611832012309
"315","F4","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525,0.0947240774589164
"316","F4","Allium ampeloprasum",2021,1,NA,NA,2.7,0.00262494868647698
"317","F4","Ballota nigra",2022,1,21.25,0.625,0.9286,0.00418611832012309
"318","F4","Cyclamen hederifolium",2021,1,NA,NA,NA,0.0116336934774617
"319","F4","Geranium macrorrhizum",2022,1,NA,NA,NA,0.0206560920386402
"320","F4","Lapsana communis",2021,2,44.9232892607143,0.507472571428571,0.826067142857143,0.00524989737295396
"321","F4","Pentaglottis sempervirens",2021,1,25.302,0.51,NA,0.0264662636169636
"322","F4","Plantago major",2021,1,21.7863851375926,0.253048407411111,0.192904526315789,0.00262494868647698
"323","F4","Viburnum tinus",2021,1,8.45900085106383,6,47.665,0.0182014467548761
"324","F5","Cyclamen hederifolium",2023,1,NA,NA,NA,0.0388690838098254
"325","F5","Trifolium repens",2022,1,31.7824236215441,0.131202595238095,0.524251348837209,0.0182453118420295
"326","F6","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525,0.0947240774589164
"327","F6","Alstroemeria aurea",2021,1,NA,NA,NA,0.00262494868647698
"328","F6","Calluna vulgaris",2023,2,11.2354173508484,0.779285714285714,0.0356363636363636,0.0388690838098254
"329","F6","Chelidonium majus",2021,1,44.8854545454545,0.4875,0.753333333333333,0.00618693571404846
"330","F6","Epilobium tetragonum",2021,1,15.9,0.465625,0.114,0.00272251513908867
"331","F6","Hypericum androsaemum",2021,1,NA,0.58,0.0625,0.00860402257854563
"332","F6","Pentaglottis sempervirens",2021,2,25.302,0.51,NA,0.0264662636169636
"333","F6","Prunus domestica",2022,1,NA,4.84037333333333,802.283738,0.00558149109349745
"334","F6","Prunus laurocerasus",2021,1,5.70778291362008,5.42536,250.098571428571,0.0567064397131898
"335","F6","Stellaria graminea",2022,1,32.70140609,0.2949,0.2715,0.0120909675177592
"336","F7","Castanea sativa",2021,1,12.5900013297872,31,9944.375,0.0105049168133959
"337","F7","Hedera helix",2021,1,11.850317826087,12.57559525,23.27036375,0.00262494868647698
"338","F7","Lactuca sativa",2021,1,20.52,0.6,0.968333333333333,0.00262494868647698
"339","F7","Melissa officinalis",2021,1,NA,0.525,0.311,0.00262494868647698
"340","F7","Pentaglottis sempervirens",2021,2,25.302,0.51,NA,0.0264662636169636
"341","F7","Prunus laurocerasus",2021,1,5.70778291362008,5.42536,250.098571428571,0.0567064397131898
"342","F7","Prunus lusitanica",2022,1,5.73333411415632,12,NA,0.0329399474370341
"343","F8","Lysichiton americanus",2021,1,NA,NA,61.63,0.0699806280393674
"344","F8","Lysichiton americanus",2022,2,NA,NA,61.63,0.0700905329737898
"345","F9","Prunus lusitanica",2022,1,5.73333411415632,12,NA,0.0329399474370341
"346","G1","Anthyllis vulneraria",2023,1,16.6440607106667,0.1936,3.04793333333333,0.0194345419049127
"347","G1","Circaea lutetiana",2023,1,36.7,0.3775,2.68014285714286,0.0194345419049127
"348","G1","Viburnum lantana",2021,1,14.6005277302,3.4,47.3604108,0.0183746408053389
"349","G10","Arum maculatum",2023,1,33.26,0.259166666666667,119.706,0.0477317638046129
"350","G10","Lysichiton americanus",2021,7,NA,NA,61.63,0.0699806280393674
"351","G10","Lysichiton americanus",2022,2,NA,NA,61.63,0.0700905329737898
"352","G10","Lysimachia vulgaris",2022,1,23.725,0.9143,0.14,0.00418611832012309
"353","G10","Mentha aquatica",2022,1,29.3932,0.466666666666667,0.12,0.00741225304014743
"354","G10","Mentha aquatica",2023,1,29.3932,0.466666666666667,0.12,0.0194345419049127
"355","G2","Cerastium glomeratum",2021,1,22.4277333333333,0.2185,0.0539226666666667,0.00367492816106778
"356","G2","Draba verna",2021,1,NA,0.055,0.0324,0.00367492816106778
"357","G2","Helminthotheca echioides",2022,1,NA,NA,NA,0.00558149109349745
"358","G2","Pentaglottis sempervirens",2022,1,25.302,0.51,NA,0.0239010354478474
"359","G2","Sagina procumbens",2021,1,19.25,0.08,0.01625,0.00367492816106778
"360","G2","Senecio vulgaris",2021,1,42.5093814814815,0.422068965517241,0.209043294117647,0.00367492816106778
"361","G2","Silene latifolia",2022,1,21.217893583,0.45975,0.603888888888889,0.00558149109349745
"362","G2","Veronica arvensis",2021,1,27.7401275,0.123,0.115885882352941,0.00367492816106778
"363","G3","Clematis vitalba",2021,1,23.63,20,2.13408654545455,0.00612488026844628
"364","G3","Lycopus europaeus",2021,1,63.076,0.6,0.291666666666667,0.00612488026844628
"365","G3","Solanum dulcamara",2021,1,33.3669708333333,1.18181818181818,26.48972325,0.00612488026844628
"366","G4","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525,0.0947240774589164
"367","G4","Chelidonium majus",2021,1,44.8854545454545,0.4875,0.753333333333333,0.00618693571404846
"368","G4","Pentaglottis sempervirens",2021,3,25.302,0.51,NA,0.0264662636169636
"369","G4","Viburnum tinus",2021,1,8.45900085106383,6,47.665,0.0182014467548761
"370","G5","Acer pseudoplatanus",2022,1,14.6957418110658,16.100989010989,93.3927255384615,0.00167444732804923
"371","G5","Achillea millefolium",2023,1,15.1051027596197,0.121964990991892,0.186194810810811,0.0194345419049127
"372","G5","Arum maculatum",2023,1,33.26,0.259166666666667,119.706,0.0477317638046129
"373","G5","Bellis perennis",2022,1,27.9817033727273,0.0685248571428571,0.1287879,0.00167444732804923
"374","G5","Castanea sativa",2021,1,12.5900013297872,31,9944.375,0.0105049168133959
"375","G5","Ilex aquifolium",2021,2,6.27795538550501,11.7487684827586,38.6608245454545,0.00734985632213555
"376","G5","Lobularia maritima",2022,1,NA,0.1525,0.3793,0.00167444732804923
"377","G5","Lysimachia arvensis",2022,1,NA,NA,NA,0.00215163420214849
"378","G5","Pilosella officinarum",2022,1,14.4839690928571,0.0206428571428571,0.19,0.0101291698008604
"379","G5","Plantago lanceolata",2022,1,19.2313444539735,0.2055435,1.5269752195122,0.00167444732804923
"380","G5","Pteridium aquilinum",2021,1,17.7984489515385,1.13571428571429,NA,0.00387666643890387
"381","G5","Pteridium aquilinum",2022,1,17.7984489515385,1.13571428571429,NA,0.00756533877999671
"382","G5","Rhus typhina",2021,1,15.19999998,8.0232,10.1767253333333,0.00367492816106778
"383","G5","Trifolium dubium",2022,1,45.0880137534783,0.491946225806452,0.768378230769231,0.00167444732804923
"384","G5","Trifolium repens",2022,1,31.7824236215441,0.131202595238095,0.524251348837209,0.0182453118420295
"385","G5","Viburnum tinus",2022,1,8.45900085106383,6,47.665,0.00167444732804923
"386","G6","Aegopodium podagraria",2022,1,27.8824242421053,0.578125,2.3615,0.00603372288671305
"387","G6","Alnus incana",2021,1,18.4922043509065,11.0716699450753,0.9606356,0.00102081337807438
"388","G6","Anacamptis pyramidalis",2021,2,49.8057142857143,0.3,NA,0.00204162675614877
"389","G6","Anacamptis pyramidalis",2022,1,49.8057142857143,0.3,NA,0.000507408281227041
"390","G6","Asplenium ceterach",2023,1,18.9,0.125,NA,0.00777381676196508
"391","G6","Atriplex hortensis",2022,1,17.388,0.6,5.6,0.000507408281227041
"392","G6","Castanea sativa",2023,1,12.5900013297872,31,9944.375,0.00960543741254732
"393","G6","Coronilla varia",2022,1,30.2126666666667,0.471875,3.56,0.000507408281227041
"394","G6","Echium vulgare",2022,1,14.45,0.511111111111111,2.71455555555556,0.0171563130811004
"395","G6","Erica arborea",2021,1,8.06,NA,0.03,0.00102081337807438
"396","G6","Fagus sylvatica",2022,1,15.1312086914368,23.9347058823529,246.218081555556,0.0301973764728694
"397","G6","Fraxinus excelsior",2023,1,12.4712907445062,19.955,64.4747434736842,0.00777381676196508
"398","G6","Glechoma hederacea",2022,2,35.1604444414286,0.2425,0.69,0.00101481656245408
"399","G6","Heracleum sphondylium",2021,1,21.473155992,1.35625,7.7147,0.00102081337807438
"400","G6","Hypericum androsaemum",2022,1,NA,0.58,0.0625,0.00464574236104061
"401","G6","Hypericum humifusum",2021,1,22.949,0.0895833333333333,0.035,0.00102081337807438
"402","G6","Ilex aquifolium",2022,1,6.27795538550501,11.7487684827586,38.6608245454545,0.00591936818306282
"403","G6","Lamium amplexicaule",2022,1,19.7,0.14375,0.541,0.000507408281227041
"404","G6","Leycesteria formosa",2021,2,NA,2,0.4,0.00204162675614877
"405","G6","Lotus pedunculatus",2022,1,25.936472,0.341666666666667,0.599,0.00108736443889503
"406","G6","Lysimachia arvensis",2022,1,NA,NA,NA,0.00215163420214849
"407","G6","Lythrum salicaria",2022,1,24.204154135,0.6084,0.034,0.00136677143550526
"408","G6","Mahonia aquifolium",2021,1,8.975,1.1875,15,0.00102081337807438
"409","G6","Olearia macrodonta",2021,2,NA,NA,NA,0.00204162675614877
"410","G6","Orobanche minor",2022,1,NA,0.35,NA,0.000507408281227041
"411","G6","Pentaglottis sempervirens",2021,2,25.302,0.51,NA,0.0264662636169636
"412","G6","Pentaglottis sempervirens",2022,2,25.302,0.51,NA,0.0239010354478474
"413","G6","Persicaria maculosa",2022,1,28.6402360869565,1.11329166666667,2.186,0.000507408281227041
"414","G6","Pilosella officinarum",2022,1,14.4839690928571,0.0206428571428571,0.19,0.0101291698008604
"415","G6","Populus alba",2022,1,11.3318697533333,19.4712,0.12,0.000507408281227041
"416","G6","Populus tremula",2022,1,13.662270417109,2.73138593443038,0.11483625,0.0171563130811004
"417","G6","Potentilla indica",2023,1,NA,NA,NA,0.00777381676196508
"418","G6","Primula farinosa",2022,1,24.0892063485714,0.14,0.0836,0.000507408281227041
"419","G6","Prunella vulgaris",2021,1,29.0513089351181,0.157670307692308,0.963407676470588,0.00102081337807438
"420","G6","Prunus lusitanica",2021,1,5.73333411415632,12,NA,0.00102081337807438
"421","G6","Pulicaria dysenterica",2022,1,30.55,0.45,NA,0.000507408281227041
"422","G6","Quercus cerris",2022,1,6.60000331345262,36,4216.61683333333,0.000507408281227041
"423","G6","Rhododendron luteum",2021,1,NA,NA,NA,0.0370545702881736
"424","G6","Rhododendron ponticum",2022,1,6.38461603983751,3,0.2,0.0390807142282091
"425","G6","Rudbeckia fulgida",2021,1,NA,NA,0.5,0.0158579475862891
"426","G6","Stachys sylvatica",2022,1,46.49625,0.525,1.47125,0.00464574236104061
"427","G6","Stellaria graminea",2022,1,32.70140609,0.2949,0.2715,0.0120909675177592
"428","G6","Tanacetum vulgare",2022,1,20.38599947,0.6058,0.141111111111111,0.000507408281227041
"429","G6","Teucrium scorodonia",2021,1,23.7363636363636,0.261111111111111,0.7046,0.00102081337807438
"430","G6","Torminalis glaberrima",2022,1,NA,NA,NA,0.000507408281227041
"431","G6","Urtica dioica",2023,1,22.1834656468364,0.480761904761905,0.1262775,0.0232523765174788
"432","G6","Veronica chamaedrys",2022,1,32.5695715330645,0.2471875,0.238562131578947,0.000507408281227041
"433","G6","Veronica serpyllifolia",2022,1,22.8613434914286,0.163888888888889,0.054556,0.000507408281227041
"434","G6","Viburnum lantana",2022,1,14.6005277302,3.4,47.3604108,0.00603372288671305
"435","G6","Vicia cracca",2022,1,24.8359711266667,0.994,14.9495877777778,0.000507408281227041
"436","G7","Borago officinalis",2021,1,24.848,0.31,17.045,0.00367492816106778
"437","G7","Erodium cicutarium",2021,1,28.320826425,0.43928575,2.30780508333333,0.00541789890985387
"438","G7","Ligularia dentata",2022,2,NA,NA,NA,0.00669778931219694
"439","G7","Mentha aquatica",2021,1,29.3932,0.466666666666667,0.12,0.00367492816106778
"440","G7","Pentaglottis sempervirens",2022,2,25.302,0.51,NA,0.0239010354478474
"441","G7","Rhododendron ponticum",2022,1,6.38461603983751,3,0.2,0.0390807142282091
"442","G7","Ulex europaeus",2021,1,6.45583426547353,1.18,6.614712,0.0303776237568558
"443","G7","Viburnum tinus",2021,1,8.45900085106383,6,47.665,0.0182014467548761
"444","G8","Agrostemma githago",2021,1,17.818,0.744615384615385,12.2004,0.00183746408053389
"445","G8","Carpinus betulus",2021,1,18.3502673,10.5819047619048,43.0352868333333,0.0200008113726642
"446","G8","Carpinus betulus",2022,2,18.3502673,10.5819047619048,43.0352868333333,0.00824283630577588
"447","G8","Convallaria majalis",2022,1,28.967008548,0.15,17.675,0.00279074554674873
"448","G8","Echium vulgare",2021,1,14.45,0.511111111111111,2.71455555555556,0.00183746408053389
"449","G8","Erodium cicutarium",2021,1,28.320826425,0.43928575,2.30780508333333,0.00541789890985387
"450","G8","Fagus sylvatica",2021,1,15.1312086914368,23.9347058823529,246.218081555556,0.0136205209651159
"451","G8","Geranium macrorrhizum",2021,1,NA,NA,NA,0.00183746408053389
"452","G8","Humulus lupulus",2023,1,23.9666666666667,5,3.46,0.0388690838098254
"453","G8","Impatiens glandulifera",2021,2,38.3,1.44444444444444,9.37,0.00618693571404846
"454","G8","Impatiens glandulifera",2022,1,38.3,1.44444444444444,9.37,0.0058803660813201
"455","G8","Lysichiton americanus",2021,1,NA,NA,61.63,0.0699806280393674
"456","G8","Pentaglottis sempervirens",2022,1,25.302,0.51,NA,0.0239010354478474
"457","G8","Prunella vulgaris",2022,1,29.0513089351181,0.157670307692308,0.963407676470588,0.0212774256934289
"458","G8","Rhododendron luteum",2021,1,NA,NA,NA,0.0370545702881736
"459","G9","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525,0.0947240774589164
"460","G9","Fagus sylvatica",2022,1,15.1312086914368,23.9347058823529,246.218081555556,0.0301973764728694
"461","G9","Iris pseudacorus",2022,1,14.9235714285714,0.75,51.335,0.00561454723205529
"462","G9","Linum grandiflorum",2021,1,NA,NA,3.275,0.00918732040266944
"463","G9","Linum grandiflorum",2022,1,NA,NA,3.275,0.00279074554674873
"464","G9","Lysichiton americanus",2022,1,NA,NA,61.63,0.0700905329737898
"465","G9","Rodgersia podophylla",2022,1,NA,NA,NA,0.00279074554674873
"466","G9","Trifolium repens",2021,1,31.7824236215441,0.131202595238095,0.524251348837209,0.00918732040266944
"467","H1","Brunnera macrophylla",2022,1,NA,NA,NA,0.00558149109349745
"468","H1","Euonymus japonicus",2021,1,NA,NA,32.2166666666667,0.00459366020133472
"469","H1","Griselinia littoralis",2021,1,6.65,8.675,NA,0.00459366020133472
"470","H1","Lysimachia punctata",2022,1,24.2,0.58125,NA,0.00558149109349745
"471","H1","Pittosporum tenuifolium",2022,1,NA,NA,11.9788888888889,0.0137295997799246
"472","H1","Silene dioica",2023,1,39.2691578947368,0.589,0.662,0.0388690838098254
"473","H1","Trifolium arvense",2021,1,19.51189041,0.18,0.45532,0.00459366020133472
"474","H1","Vinca minor",2021,1,24.7,0.505,6.13,0.00459366020133472
"475","H10","Caltha palustris",2022,1,40.0352288608696,0.2625,1.1025,0.00152222484368112
"476","H10","Cardamine pratensis",2022,1,22.993097899,0.327857142857143,0.6,0.00323109612868046
"477","H10","Convallaria majalis",2021,1,28.967008548,0.15,17.675,0.00167042189139444
"478","H10","Geranium robertianum",2021,1,36.6050986026087,0.27012125,1.00235255555556,0.00167042189139444
"479","H10","Hypnum cupressiforme",2023,1,NA,NA,NA,0.0129563612699418
"480","H10","Impatiens capensis",2023,1,54.3,0.32,NA,0.0311214442134739
"481","H10","Lysichiton americanus",2021,6,NA,NA,61.63,0.0699806280393674
"482","H10","Lysichiton americanus",2022,4,NA,NA,61.63,0.0700905329737898
"483","H10","Narcissus bulbocodium",2023,1,NA,NA,NA,0.0129563612699418
"484","H10","Polygonatum multiflorum",2022,1,43.92,0.43,26.34,0.00152222484368112
"485","H10","Polytrichum formosum",2022,2,NA,NA,NA,0.00304444968736225
"486","H10","Rhododendron luteum",2021,2,NA,NA,NA,0.0370545702881736
"487","H10","Rhododendron luteum",2022,1,NA,NA,NA,0.00152222484368112
"488","H10","Rhododendron ponticum",2021,1,6.38461603983751,3,0.2,0.0176763891073552
"489","H10","Rhododendron ponticum",2022,1,6.38461603983751,3,0.2,0.0390807142282091
"490","H3","Carpinus betulus",2022,1,18.3502673,10.5819047619048,43.0352868333333,0.00824283630577588
"491","H3","Cirsium arvense",2022,1,15.3333392966667,0.780030272727273,1.24347022727273,0.00686479988996233
"492","H3","Ilex aquifolium",2022,1,6.27795538550501,11.7487684827586,38.6608245454545,0.00591936818306282
"493","H3","Lepidium didymum",2021,1,NA,NA,NA,0.0183746408053389
"494","H3","Pteridium aquilinum",2022,1,17.7984489515385,1.13571428571429,NA,0.00756533877999671
"495","H3","Quercus robur",2022,1,13.7566803291181,17.30856,3146.87815385714,0.00279074554674873
"496","H3","Sambucus nigra",2022,1,19.1704586389512,5.44555555555556,12.94845575,0.00279074554674873
"497","H4","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525,0.0947240774589164
"498","H5","Corylus avellana",2021,1,19.4326653124865,4.14457575757576,1096.23131416667,0.0355029789215102
"499","H5","Hyacinthoides non-scripta",2022,1,21.2333333333333,0.2175,5.76375,0.00279074554674873
"500","H5","Ilex aquifolium",2022,1,6.27795538550501,11.7487684827586,38.6608245454545,0.00591936818306282
"501","H5","Impatiens capensis",2023,1,54.3,0.32,NA,0.0311214442134739
"502","H5","Lysichiton americanus",2023,1,NA,NA,61.63,0.0194345419049127
"503","H5","Mercurialis perennis",2022,1,25.6833333333333,0.244444444444444,5.82333333333333,0.0115055250036609
"504","H5","Rabelera holostea",2022,1,NA,NA,NA,0.00279074554674873
"505","H5","Sorbus aucuparia",2022,1,10.7430853767383,8.70430268589744,15.6541576,0.00824283630577589
"506","H5","Urtica dioica",2022,1,22.1834656468364,0.480761904761905,0.1262775,0.00279074554674873
"507","H6","Achillea millefolium",2021,1,15.1051027596197,0.121964990991892,0.186194810810811,0.0247669590453733
"508","H6","Anemone nemorosa",2022,1,28.3736363636364,0.170555555555556,3.89666666666667,0.000881288067394335
"509","H6","Betonica officinalis",2022,1,NA,NA,1.1745,0.000881288067394335
"510","H6","Bryonia cretica",2022,1,31.2194444444444,3,NA,0.000881288067394335
"511","H6","Cardamine pratensis",2022,2,22.993097899,0.327857142857143,0.6,0.00323109612868046
"512","H6","Centaurea cyanus",2022,1,21.084,0.618125,3.776,0.000881288067394335
"513","H6","Cytisus scoparius",2022,1,12.4571451724936,1.20555555555556,80.494895498538,0.00362061513513677
"514","H6","Dryopteris dilatata",2023,1,20.9666666666667,0.6,NA,0.00777381676196508
"515","H6","Fagus sylvatica",2022,1,15.1312086914368,23.9347058823529,246.218081555556,0.0301973764728694
"516","H6","Galium aparine",2023,1,33.0207584241613,0.724702416666667,9.92278709523809,0.00777381676196508
"517","H6","Geranium robertianum",2023,1,36.6050986026087,0.27012125,1.00235255555556,0.00777381676196508
"518","H6","Glechoma hederacea",2021,1,35.1604444414286,0.2425,0.69,0.0414344582996408
"519","H6","Heracleum sphondylium",2022,1,21.473155992,1.35625,7.7147,0.0063900624505245
"520","H6","Impatiens glandulifera",2022,1,38.3,1.44444444444444,9.37,0.0058803660813201
"521","H6","Jacobaea erucifolia",2022,1,NA,NA,NA,0.000881288067394335
"522","H6","Lythrum salicaria",2022,1,24.204154135,0.6084,0.034,0.00136677143550526
"523","H6","Malva moschata",2022,1,20.0333333333333,0.43125,NA,0.000881288067394335
"524","H6","Mercurialis perennis",2022,1,25.6833333333333,0.244444444444444,5.82333333333333,0.0115055250036609
"525","H6","Rhododendron ponticum",2021,1,6.38461603983751,3,0.2,0.0176763891073552
"526","H6","Scrophularia nodosa",2022,1,26,0.60625,0.11,0.000881288067394335
"527","H6","Solanum dulcamara",2022,1,33.3669708333333,1.18181818181818,26.48972325,0.000881288067394335
"528","H6","Stellaria graminea",2022,1,32.70140609,0.2949,0.2715,0.0120909675177592
"529","H6","Teucrium scorodonia",2022,1,23.7363636363636,0.261111111111111,0.7046,0.00500443186905971
"530","H6","Teucrium scorodonia",2023,1,23.7363636363636,0.261111111111111,0.7046,0.0206130606852535
"531","H6","Urtica dioica",2023,1,22.1834656468364,0.480761904761905,0.1262775,0.0232523765174788
"532","H6","Viburnum opulus",2022,1,14.6311605956885,2.91666666666667,35.310952,0.000881288067394335
"533","H7","Echium vulgare",2022,1,14.45,0.511111111111111,2.71455555555556,0.0171563130811004
"534","H8","Fagus sylvatica",2022,1,15.1312086914368,23.9347058823529,246.218081555556,0.0301973764728694
"535","H8","Lycopus europaeus",2022,1,63.076,0.6,0.291666666666667,0.00669281249529508
"536","H8","Lysichiton americanus",2021,1,NA,NA,61.63,0.0699806280393674
"537","H8","Sorbus aucuparia",2023,1,10.7430853767383,8.70430268589744,15.6541576,0.0388690838098254
"538","H8","Viscum album",2022,1,4.55142857142857,NA,230,0.00558149109349745
"539","H9","Achillea millefolium",2021,1,15.1051027596197,0.121964990991892,0.186194810810811,0.0247669590453733
"540","H9","Impatiens capensis",2021,2,54.3,0.32,NA,0.00306244013422314
"541","H9","Impatiens glandulifera",2022,1,38.3,1.44444444444444,9.37,0.0058803660813201
"542","H9","Iris pseudacorus",2021,2,14.9235714285714,0.75,51.335,0.00306244013422314
"543","H9","Iris pseudacorus",2022,1,14.9235714285714,0.75,51.335,0.00561454723205529
"544","H9","Lysichiton americanus",2021,6,NA,NA,61.63,0.0699806280393674
"545","H9","Lysichiton americanus",2022,4,NA,NA,61.63,0.0700905329737898
"546","H9","Primula elatior",2022,1,33.8050604384615,0.108333333333333,0.85,0.00239206761149891
"547","H9","Rhododendron ponticum",2021,1,6.38461603983751,3,0.2,0.0176763891073552
"548","I1","Bergenia crassifolia",2021,1,NA,NA,NA,0.00918732040266944
"549","I1","Cyclamen hederifolium",2021,1,NA,NA,NA,0.0116336934774617
"550","I1","Ligustrum ovalifolium",2022,2,NA,9.144,NA,0.00837223664024618
"551","I1","Primula vulgaris",2022,1,28.6,0.115,0.9158,0.00418611832012309
"552","I1","Syringa vulgaris",2022,1,12.4723538602941,5.12,5.65409428571429,0.00418611832012309
"553","I2","Cardamine pratensis",2021,1,22.993097899,0.327857142857143,0.6,0.0241137536623224
"554","I2","Lonicera xylosteum",2021,1,21.4305929619618,1.64847058823529,5.2,0.00612488026844629
"555","I2","Neottia ovata",2021,1,NA,NA,NA,0.00612488026844629
"556","I3","Glechoma hederacea",2021,1,35.1604444414286,0.2425,0.69,0.0414344582996408
"557","I5","Achillea millefolium",2021,1,15.1051027596197,0.121964990991892,0.186194810810811,0.0247669590453733
"558","I5","Conium maculatum",2022,1,24.0155555555556,1.89,2.97488461538462,0.0167444732804924
"559","I5","Veronica serpyllifolia",2021,1,22.8613434914286,0.163888888888889,0.054556,0.00918732040266944
"560","I6","Alliaria petiolata",2022,2,47.0135,0.561111111111111,2.70525,0.0947240774589164
"561","I7","Rhododendron ponticum",2021,1,6.38461603983751,3,0.2,0.0176763891073552
"562","I7","Stellaria graminea",2021,1,32.70140609,0.2949,0.2715,0.00918732040266944
"563","J1","Rhododendron luteum",2021,1,NA,NA,NA,0.0370545702881736
"564","J10","Atrichum undulatum",2023,1,NA,NA,NA,0.0021593935449903
"565","J10","Calluna vulgaris",2022,1,11.2354173508484,0.779285714285714,0.0356363636363636,0.00924867121400992
"566","J10","Campanula rotundifolia",2022,1,26.5471190322581,0.247489714285714,0.0559543333333333,0.00418611832012309
"567","J10","Campylopus introflexus",2023,2,NA,NA,NA,0.00881096132966963
"568","J10","Castanea sativa",2021,1,12.5900013297872,31,9944.375,0.0105049168133959
"569","J10","Castanea sativa",2023,1,12.5900013297872,31,9944.375,0.00960543741254732
"570","J10","Cirsium arvense",2022,1,15.3333392966667,0.780030272727273,1.24347022727273,0.00686479988996233
"571","J10","Corylus avellana",2023,1,19.4326653124865,4.14457575757576,1096.23131416667,0.0021593935449903
"572","J10","Cryphaea heteromalla",2023,1,NA,NA,NA,0.0021593935449903
"573","J10","Dicranoweisia cirrata",2023,2,NA,NA,NA,0.0043187870899806
"574","J10","Euphorbia lathyris",2021,1,25.1033333333333,0.6,20.531,0.00459366020133472
"575","J10","Fagus sylvatica",2023,1,15.1312086914368,23.9347058823529,246.218081555556,0.0146926018278052
"576","J10","Ficaria verna",2021,1,NA,NA,NA,0.00459366020133472
"577","J10","Frullania dilatata",2023,2,NA,NA,NA,0.0043187870899806
"578","J10","Narcissus bulbocodium",2021,1,NA,NA,NA,0.00459366020133472
"579","J10","Narcissus bulbocodium",2022,1,NA,NA,NA,0.00418611832012309
"580","J10","Orthodicranum tauricum",2023,2,NA,NA,NA,0.0043187870899806
"581","J10","Quercus cerris",2023,1,6.60000331345262,36,4216.61683333333,0.0021593935449903
"582","J10","Radula complanata",2023,2,NA,NA,NA,0.0043187870899806
"583","J10","Rhynchostegium confertum",2023,1,NA,NA,NA,0.0021593935449903
"584","J10","Rhytidiadelphus squarrosus",2023,1,NA,NA,NA,0.0115102032609075
"585","J2","Epilobium hirsutum",2022,1,26.2435548666667,1.02145454545455,0.101333333333333,0.0109799824790114
"586","J2","Heracleum sphondylium",2022,1,21.473155992,1.35625,7.7147,0.0063900624505245
"587","J2","Sonchus oleraceus",2022,1,37.9652151821053,1.03409090909091,0.303702928571429,0.00558149109349745
"588","J6","Cardamine pratensis",2021,1,22.993097899,0.327857142857143,0.6,0.0241137536623224
"589","J8","Carpinus betulus",2021,1,18.3502673,10.5819047619048,43.0352868333333,0.0200008113726642
"590","J9","Arum maculatum",2023,1,33.26,0.259166666666667,119.706,0.0477317638046129
"591","J9","Fagus sylvatica",2023,1,15.1312086914368,23.9347058823529,246.218081555556,0.0146926018278052
"592","J9","Viscum album",2023,1,4.55142857142857,NA,230,0.0129563612699418
