Date,Plot_id,Quadrant,Species,Cover,Notes
28/05/2020,1322,2,soil,12,
28/05/2020,1322,2,organic matter,9,
28/05/2020,1322,2,Leymus cinereus,0,
28/05/2020,1322,2,Lactuca serriola,0,
28/05/2020,1322,2,Arctium minus,0,
28/05/2020,1322,2,Prunus virginiana,0,
28/05/2020,1322,2,Isatis tinctoria,0,
28/05/2020,1322,2,Maianthemum stellatum,0,
28/05/2020,1322,3,Cirsium arvense,7,
28/05/2020,1322,3,Rosa woodsii,0,
28/05/2020,1322,3,Humulus lupulus,13,
28/05/2020,1322,3,Mertensia oblongifolia,0,
28/05/2020,1322,3,Verbascum thapsus (dead stalks),0,
28/05/2020,1322,3,Bromus tectorum,7,
28/05/2020,1322,3,Mentha arvensis,3,
28/05/2020,1322,3,Cynoglossum officinale,0,
28/05/2020,1322,3,Alyssum desertorum,0,
28/05/2020,1322,3,rock,41,
28/05/2020,1322,3,soil,17,
28/05/2020,1322,3,organic matter,9,
28/05/2020,1322,3,Leymus cinereus,5,
28/05/2020,1322,3,Lactuca serriola,3,
28/05/2020,1322,3,Arctium minus,0,overhang-31
28/05/2020,1322,3,Prunus virginiana,0,
28/05/2020,1322,3,Isatis tinctoria,0,
28/05/2020,1322,3,Maianthemum stellatum,0,
28/05/2020,1322,4,Cirsium arvense,0,
28/05/2020,1322,4,Rosa woodsii,11,
28/05/2020,1322,4,Humulus lupulus,0,
28/05/2020,1322,4,Mertensia oblongifolia,0,
28/05/2020,1322,4,Verbascum thapsus (dead stalks),0,
28/05/2020,1322,4,Bromus tectorum,1,
28/05/2020,1322,4,Mentha arvensis,0,
28/05/2020,1322,4,Cynoglossum officinale,0,overhang-7
28/05/2020,1322,4,Alyssum desertorum,1,
28/05/2020,1322,4,rock,49,
28/05/2020,1322,4,soil,34,
28/05/2020,1322,4,organic matter,12,
28/05/2020,1322,4,Leymus cinereus,0,
28/05/2020,1322,4,Lactuca serriola,0,overhang-2
28/05/2020,1322,4,Arctium minus,0,
28/05/2020,1322,4,Prunus virginiana,0,
28/05/2020,1322,4,Isatis tinctoria,0,
28/05/2020,1322,4,Maianthemum stellatum,0,
28/05/2020,1233,1,Tragopogon dubius,15,
28/05/2020,1233,1,Lomatium dissectum,0,
28/05/2020,1233,1,Erodium cicutarium,0,
28/05/2020,1233,1,Alyssum desertorum,0.5,
28/05/2020,1233,1,Oenothera caespitosa,0,
28/05/2020,1233,1,Bromus tectorum,5,
28/05/2020,1233,1,Bromus briziformis,3,
28/05/2020,1233,1,rock,55,
28/05/2020,1233,1,soil,15,
28/05/2020,1233,1,organic matter,8,
28/05/2020,1233,1,Lactuca serriola,3,
28/05/2020,1233,1,poo,4,ungulate
28/05/2020,1233,1,Epilobium brachycarpum,0,
28/05/2020,1233,2,Tragopogon dubius,16,
28/05/2020,1233,2,Lomatium dissectum,13,overhang-20
28/05/2020,1233,2,Erodium cicutarium,2,
28/05/2020,1233,2,Alyssum desertorum,4,
28/05/2020,1233,2,Oenothera caespitosa,0,
28/05/2020,1233,2,Bromus tectorum,0.5,
28/05/2020,1233,2,Bromus briziformis,0.5,
28/05/2020,1233,2,rock,34,
28/05/2020,1233,2,soil,47,
28/05/2020,1233,2,organic matter,8,
28/05/2020,1233,2,Lactuca serriola,0.5,
28/05/2020,1233,2,poo,0,ungulate
28/05/2020,1233,2,Epilobium brachycarpum,0,
28/05/2020,1233,3,Tragopogon dubius,11,
28/05/2020,1233,3,Lomatium dissectum,6,
28/05/2020,1233,3,Erodium cicutarium,1,
28/05/2020,1233,3,Alyssum desertorum,3,
28/05/2020,1233,3,Oenothera caespitosa,5,
28/05/2020,1233,3,Bromus tectorum,3,
28/05/2020,1233,3,Bromus briziformis,2,
28/05/2020,1233,3,rock,50,
28/05/2020,1233,3,soil,28,
28/05/2020,1233,3,organic matter,7,
28/05/2020,1233,3,Lactuca serriola,2,
28/05/2020,1233,3,poo,1,ungulate
28/05/2020,1233,3,Epilobium brachycarpum,0,
28/05/2020,1233,4,Tragopogon dubius,9,
28/05/2020,1233,4,Lomatium dissectum,0,overhang-5
28/05/2020,1233,4,Erodium cicutarium,1,
28/05/2020,1233,4,Alyssum desertorum,6,
28/05/2020,1233,4,Oenothera caespitosa,0,
28/05/2020,1233,4,Bromus tectorum,1,
28/05/2020,1233,4,Bromus briziformis,0,
28/05/2020,1233,4,rock,54,
28/05/2020,1233,4,soil,24,
28/05/2020,1233,4,organic matter,10,
28/05/2020,1233,4,Lactuca serriola,1,
28/05/2020,1233,4,poo,0.5,ungulate
28/05/2020,1233,4,Epilobium brachycarpum,0.5,
28/05/2020,1311,1,Artemisia tridentata,0,overhang-3
28/05/2020,1311,1,Lactuca serriola,1,
28/05/2020,1311,1,Pseudoroegneria spicata,16,
28/05/2020,1311,1,Alyssum desertorum,6,
28/05/2020,1311,1,Boechera divaricarpa,0.5,
28/05/2020,1311,1,Bromus tectorum,1,
28/05/2020,1311,1,Berberis repens,0,
28/05/2020,1311,1,Penstemon humilis,0,
28/05/2020,1311,1,Hackelia patens,0,
28/05/2020,1311,1,rock,42,
28/05/2020,1311,1,soil,28,
28/05/2020,1311,1,organic matter,7,
28/05/2020,1311,1,log,12,Artemisia tridentata (dead trunk)
28/05/2020,1311,1,Bromus japonicus,0,
28/05/2020,1311,2,Artemisia tridentata,0,
28/05/2020,1311,2,Lactuca serriola,8,
28/05/2020,1311,2,Pseudoroegneria spicata,0,overhang-3
28/05/2020,1311,2,Alyssum desertorum,5,
28/05/2020,1311,2,Boechera divaricarpa,0.5,
28/05/2020,1311,2,Bromus tectorum,3,
28/05/2020,1311,2,Berberis repens,5,
28/05/2020,1311,2,Penstemon humilis,0,
28/05/2020,1311,2,Hackelia patens,0,
28/05/2020,1311,2,rock,60,
28/05/2020,1311,2,soil,31,
28/05/2020,1311,2,organic matter,7,
28/05/2020,1311,2,log,0,
28/05/2020,1311,2,Bromus japonicus,0.5,
28/05/2020,1311,3,Artemisia tridentata,0,
28/05/2020,1311,3,Lactuca serriola,4,
28/05/2020,1311,3,Pseudoroegneria spicata,7,
28/05/2020,1311,3,Alyssum desertorum,13,
28/05/2020,1311,3,Boechera divaricarpa,0,
28/05/2020,1311,3,Bromus tectorum,14,
28/05/2020,1311,3,Berberis repens,2,
28/05/2020,1311,3,Penstemon humilis,0,
28/05/2020,1311,3,Hackelia patens,0,
28/05/2020,1311,3,rock,31,
28/05/2020,1311,3,soil,26,
28/05/2020,1311,3,organic matter,21,
28/05/2020,1311,3,log,7,
28/05/2020,1311,3,Bromus japonicus,0,
28/05/2020,1311,4,Artemisia tridentata,0,
28/05/2020,1311,4,Lactuca serriola,6,
28/05/2020,1311,4,Pseudoroegneria spicata,25,
28/05/2020,1311,4,Alyssum desertorum,5,
28/05/2020,1311,4,Boechera divaricarpa,0,
28/05/2020,1311,4,Bromus tectorum,4,
28/05/2020,1311,4,Berberis repens,1,
28/05/2020,1311,4,Penstemon humilis,0,
28/05/2020,1311,4,Hackelia patens,0,
28/05/2020,1311,4,rock,34,
28/05/2020,1311,4,soil,26,
28/05/2020,1311,4,organic matter,6,
28/05/2020,1311,4,log,0,
28/05/2020,1311,4,Bromus japonicus,0,
01/06/2020,A3333,1,Artemisia tridentata,0,overhang-2
01/06/2020,A3333,1,Purshia tridentata,0,overhang-41
01/06/2020,A3333,1,Symphoricarpos oreophilus,0,
01/06/2020,A3333,1,Poa bulbosa,10,
01/06/2020,A3333,1,Melica bulbosa,2,
01/06/2020,A3333,1,Agropyron cristatum,2,
01/06/2020,A3333,1,Bromus inermis,12,
01/06/2020,A3333,1,Achillea millefolium,17,
01/06/2020,A3333,1,Hydrophyllum capitatum,1,
01/06/2020,A3333,1,Nemophila breviflora,0.5,
01/06/2020,A3333,1,Comandra umbellata,4,
01/06/2020,A3333,1,Collinsia parviflora,1,
01/06/2020,A3333,1,Allium acuminatum,1,
01/06/2020,A3333,1,Eriogonum heracleoides,0,
01/06/2020,A3333,1,Taraxacum officinale,0,
01/06/2020,A3333,1,soil,11,
01/06/2020,A3333,1,rock,1,
01/06/2020,A3333,1,organic matter,35,
01/06/2020,A3333,1,Poa pratensis,6,
01/06/2020,A3333,1,Alyssum desertorum,0.5,
01/06/2020,A3333,1,Agoseris glauca,3,
01/06/2020,A3333,1,Tragopogon dubius,0,
01/06/2020,A3333,1,moss,0,
01/06/2020,A3333,2,Artemisia tridentata,0,
01/06/2020,A3333,2,Purshia tridentata,0,overhang-7
01/06/2020,A3333,2,Symphoricarpos oreophilus,0,
01/06/2020,A3333,2,Poa bulbosa,9,
01/06/2020,A3333,2,Melica bulbosa,5,
01/06/2020,A3333,2,Agropyron cristatum,5,
01/06/2020,A3333,2,Bromus inermis,10,
01/06/2020,A3333,2,Achillea millefolium,31,
01/06/2020,A3333,2,Hydrophyllum capitatum,0,
01/06/2020,A3333,2,Nemophila breviflora,0,
01/06/2020,A3333,2,Comandra umbellata,2,
01/06/2020,A3333,2,Collinsia parviflora,0.5,
01/06/2020,A3333,2,Allium acuminatum,2,
01/06/2020,A3333,2,Eriogonum heracleoides,5,
01/06/2020,A3333,2,Taraxacum officinale,0,
01/06/2020,A3333,2,soil,20,
01/06/2020,A3333,2,rock,1,
01/06/2020,A3333,2,organic matter,18,
01/06/2020,A3333,2,Poa pratensis,0,
01/06/2020,A3333,2,Alyssum desertorum,0.5,
01/06/2020,A3333,2,Agoseris glauca,0,
01/06/2020,A3333,2,Tragopogon dubius,0,
01/06/2020,A3333,2,moss,1,
01/06/2020,A3333,3,Artemisia tridentata,0,overhang-69
01/06/2020,A3333,3,Purshia tridentata,20,
01/06/2020,A3333,3,Symphoricarpos oreophilus,0,
01/06/2020,A3333,3,Poa bulbosa,6,
01/06/2020,A3333,3,Melica bulbosa,0,
01/06/2020,A3333,3,Agropyron cristatum,5,
01/06/2020,A3333,3,Bromus inermis,8,
01/06/2020,A3333,3,Achillea millefolium,14,
01/06/2020,A3333,3,Hydrophyllum capitatum,6,
01/06/2020,A3333,3,Nemophila breviflora,7,
01/06/2020,A3333,3,Comandra umbellata,1,
01/06/2020,A3333,3,Collinsia parviflora,1,
01/06/2020,A3333,3,Allium acuminatum,0.5,
01/06/2020,A3333,3,Eriogonum heracleoides,0,
01/06/2020,A3333,3,Taraxacum officinale,0,
01/06/2020,A3333,3,soil,3,
01/06/2020,A3333,3,rock,0,
01/06/2020,A3333,3,organic matter,33,
01/06/2020,A3333,3,Poa pratensis,0,
01/06/2020,A3333,3,Alyssum desertorum,0,
01/06/2020,A3333,3,Agoseris glauca,0,
01/06/2020,A3333,3,Tragopogon dubius,2,
01/06/2020,A3333,3,moss,2,
01/06/2020,A3333,4,Artemisia tridentata,0,
01/06/2020,A3333,4,Purshia tridentata,21,
01/06/2020,A3333,4,Symphoricarpos oreophilus,2,
01/06/2020,A3333,4,Poa bulbosa,12,
01/06/2020,A3333,4,Melica bulbosa,1,
01/06/2020,A3333,4,Agropyron cristatum,12,
01/06/2020,A3333,4,Bromus inermis,12,
01/06/2020,A3333,4,Achillea millefolium,35,
01/06/2020,A3333,4,Hydrophyllum capitatum,0,
01/06/2020,A3333,4,Nemophila breviflora,0.5,
01/06/2020,A3333,4,Comandra umbellata,2,
01/06/2020,A3333,4,Collinsia parviflora,0,
01/06/2020,A3333,4,Allium acuminatum,0,
01/06/2020,A3333,4,Eriogonum heracleoides,0,
01/06/2020,A3333,4,Taraxacum officinale,0,
01/06/2020,A3333,4,soil,4,
01/06/2020,A3333,4,rock,0,
01/06/2020,A3333,4,organic matter,7,
01/06/2020,A3333,4,Poa pratensis,2,
01/06/2020,A3333,4,Alyssum desertorum,0.5,
01/06/2020,A3333,4,Agoseris glauca,0,
01/06/2020,A3333,4,Tragopogon dubius,0,
01/06/2020,A3333,4,moss,2,
02/06/2020,A1333,1,Poa bulbosa,25,
02/06/2020,A1333,1,Elymus trachycaulus,11,
02/06/2020,A1333,1,Tragopogon dubius,0,overhang-1
02/06/2020,A1333,1,Berberis repens,6,
02/06/2020,A1333,1,Crepis acuminata,8,
02/06/2020,A1333,1,Comandra umbellata,0,
02/06/2020,A1333,1,Prunus virginiana,4,
02/06/2020,A1333,1,moss,15,
02/06/2020,A1333,1,rock,15,
02/06/2020,A1333,1,soil,29,
02/06/2020,A1333,1,organic matter,6,
02/06/2020,A1333,1,Viola purpurea,0,
02/06/2020,A1333,1,fuzzy little rosette,0,
02/06/2020,A1333,2,Poa bulbosa,18,
02/06/2020,A1333,2,Elymus trachycaulus,18,
02/06/2020,A1333,2,Tragopogon dubius,0,
02/06/2020,A1333,2,Berberis repens,5,
02/06/2020,A1333,2,Crepis acuminata,0,overhang-2
02/06/2020,A1333,2,Comandra umbellata,5,
02/06/2020,A1333,2,Prunus virginiana,2,
02/06/2020,A1333,2,moss,8,
02/06/2020,A1333,2,rock,16,
02/06/2020,A1333,2,soil,28,
02/06/2020,A1333,2,organic matter,13,
02/06/2020,A1333,2,Viola purpurea,1,
02/06/2020,A1333,2,fuzzy little rosette,0,
02/06/2020,A1333,3,Poa bulbosa,38,
02/06/2020,A1333,3,Elymus trachycaulus,0,
02/06/2020,A1333,3,Tragopogon dubius,0,
02/06/2020,A1333,3,Berberis repens,4,
02/06/2020,A1333,3,Crepis acuminata,0,
02/06/2020,A1333,3,Comandra umbellata,5,
02/06/2020,A1333,3,Prunus virginiana,0,
02/06/2020,A1333,3,moss,18,
02/06/2020,A1333,3,rock,11,
02/06/2020,A1333,3,soil,16,
02/06/2020,A1333,3,organic matter,10,
02/06/2020,A1333,3,Viola purpurea,0,
02/06/2020,A1333,3,fuzzy little rosette,0,
02/06/2020,A1333,4,Poa bulbosa,25,
02/06/2020,A1333,4,Elymus trachycaulus,5,
02/06/2020,A1333,4,Tragopogon dubius,0.5,
02/06/2020,A1333,4,Berberis repens,0,
02/06/2020,A1333,4,Crepis acuminata,11,
02/06/2020,A1333,4,Comandra umbellata,9,
02/06/2020,A1333,4,Prunus virginiana,0,
02/06/2020,A1333,4,moss,16,
02/06/2020,A1333,4,rock,9,
02/06/2020,A1333,4,soil,11,
02/06/2020,A1333,4,organic matter,14,
02/06/2020,A1333,4,Viola purpurea,1,
02/06/2020,A1333,4,fuzzy little rosette,2,
02/06/2020,A3222,1,Poa bulbosa,6,
02/06/2020,A3222,1,Poa pratensis,16,
02/06/2020,A3222,1,Elymus glaucus,2,
02/06/2020,A3222,1,Symphoricarpos oreophilus,0,overhang-11
02/06/2020,A3222,1,Pseudostellaria jamesiana,14,
02/06/2020,A3222,1,Lithophragma parviflorum,16,
02/06/2020,A3222,1,Hydrophyllum capitatum,3,
02/06/2020,A3222,1,Nemophila breviflora,8,
02/06/2020,A3222,1,Taraxacum officinale,4,
02/06/2020,A3222,1,Viola nuttallii,4,
02/06/2020,A3222,1,Dieteria canescens,50,
02/06/2020,A3222,1,Eucephalus engelmannii,0,
02/06/2020,A3222,1,Acer grandidentatum,2,
02/06/2020,A3222,1,Collinsia parviflora,1,
02/06/2020,A3222,1,Arenaria serpyllifolia,1,
02/06/2020,A3222,1,soil,12,
02/06/2020,A3222,1,rock,0,
02/06/2020,A3222,1,organic matter,15,
02/06/2020,A3222,1,poo,0,cattle
02/06/2020,A3222,1,Achillea millefolium,0,
02/06/2020,A3222,1,Heliomeris multiflora,0,
02/06/2020,A3222,1,poo,0,ungulate
02/06/2020,A3222,2,Poa bulbosa,10,
02/06/2020,A3222,2,Poa pratensis,9,
02/06/2020,A3222,2,Elymus glaucus,0,
02/06/2020,A3222,2,Symphoricarpos oreophilus,0,overhang-7
02/06/2020,A3222,2,Pseudostellaria jamesiana,16,
02/06/2020,A3222,2,Lithophragma parviflorum,10,
02/06/2020,A3222,2,Hydrophyllum capitatum,1,
02/06/2020,A3222,2,Nemophila breviflora,17,
02/06/2020,A3222,2,Taraxacum officinale,4,
02/06/2020,A3222,2,Viola nuttallii,2,
02/06/2020,A3222,2,Dieteria canescens,38,
02/06/2020,A3222,2,Eucephalus engelmannii,0,
02/06/2020,A3222,2,Acer grandidentatum,0,
02/06/2020,A3222,2,Collinsia parviflora,5,
02/06/2020,A3222,2,Arenaria serpyllifolia,0,
02/06/2020,A3222,2,soil,25,
02/06/2020,A3222,2,rock,0,
02/06/2020,A3222,2,organic matter,11,
02/06/2020,A3222,2,poo,21,cattle
02/06/2020,A3222,2,Achillea millefolium,0,
02/06/2020,A3222,2,Heliomeris multiflora,0,
02/06/2020,A3222,2,poo,0,ungulate
02/06/2020,A3222,3,Poa bulbosa,10,
02/06/2020,A3222,3,Poa pratensis,20,
02/06/2020,A3222,3,Elymus glaucus,1,
02/06/2020,A3222,3,Symphoricarpos oreophilus,0,
02/06/2020,A3222,3,Pseudostellaria jamesiana,20,
02/06/2020,A3222,3,Lithophragma parviflorum,5,
02/06/2020,A3222,3,Hydrophyllum capitatum,0,
02/06/2020,A3222,3,Nemophila breviflora,7,
02/06/2020,A3222,3,Taraxacum officinale,3,
02/06/2020,A3222,3,Viola nuttallii,9,
02/06/2020,A3222,3,Dieteria canescens,38,
02/06/2020,A3222,3,Eucephalus engelmannii,10,
02/06/2020,A3222,3,Acer grandidentatum,2,
02/06/2020,A3222,3,Collinsia parviflora,0.5,
02/06/2020,A3222,3,Arenaria serpyllifolia,0.5,
02/06/2020,A3222,3,soil,18,
02/06/2020,A3222,3,rock,2,
02/06/2020,A3222,3,organic matter,12,
02/06/2020,A3222,3,poo,0,cattle
02/06/2020,A3222,3,Achillea millefolium,3,
02/06/2020,A3222,3,Heliomeris multiflora,0,overhang-3
02/06/2020,A3222,3,poo,7,ungulate
02/06/2020,A3222,4,Poa bulbosa,0,
02/06/2020,A3222,4,Poa pratensis,26,
02/06/2020,A3222,4,Elymus glaucus,1,
02/06/2020,A3222,4,Symphoricarpos oreophilus,44,
02/06/2020,A3222,4,Pseudostellaria jamesiana,12,
02/06/2020,A3222,4,Lithophragma parviflorum,12,
02/06/2020,A3222,4,Hydrophyllum capitatum,3,
02/06/2020,A3222,4,Nemophila breviflora,10,
02/06/2020,A3222,4,Taraxacum officinale,4,
02/06/2020,A3222,4,Viola nuttallii,1,
02/06/2020,A3222,4,Dieteria canescens,12,
02/06/2020,A3222,4,Eucephalus engelmannii,9,
02/06/2020,A3222,4,Acer grandidentatum,1,
02/06/2020,A3222,4,Collinsia parviflora,0,
02/06/2020,A3222,4,Arenaria serpyllifolia,0,
02/06/2020,A3222,4,soil,17,
02/06/2020,A3222,4,rock,2,
02/06/2020,A3222,4,organic matter,19,
02/06/2020,A3222,4,poo,2,cattle
02/06/2020,A3222,4,Achillea millefolium,7,
02/06/2020,A3222,4,Heliomeris multiflora,0,
02/06/2020,A3222,4,poo,0,ungulate
03/06/2020,A3111,1,Poa bulbosa,45,
03/06/2020,A3111,1,Bromus inermis,43,
03/06/2020,A3111,1,Dieteria canescens,13,
03/06/2020,A3111,1,Senecio integerrimus,0,
03/06/2020,A3111,1,poo,0,cattle
03/06/2020,A3111,1,Achillea millefolium,0,
03/06/2020,A3111,1,moss,0,
03/06/2020,A3111,1,soil,2,
03/06/2020,A3111,1,organic matter,12,
03/06/2020,A3111,1,Agropyron cristatum,9,
03/06/2020,A3111,1,Poa pratensis,1,
03/06/2020,A3111,1,Tragopogon dubius,0,
03/06/2020,A3111,1,Agoseris glauca,0,
03/06/2020,A3111,2,Poa bulbosa,36,
03/06/2020,A3111,2,Bromus inermis,33,
03/06/2020,A3111,2,Dieteria canescens,19,
03/06/2020,A3111,2,Senecio integerrimus,3,
03/06/2020,A3111,2,poo,0,cattle
03/06/2020,A3111,2,Achillea millefolium,0,
03/06/2020,A3111,2,moss,0,
03/06/2020,A3111,2,soil,5,
03/06/2020,A3111,2,organic matter,21,
03/06/2020,A3111,2,Agropyron cristatum,2,
03/06/2020,A3111,2,Poa pratensis,1,
03/06/2020,A3111,2,Tragopogon dubius,4,
03/06/2020,A3111,2,Agoseris glauca,0,
03/06/2020,A3111,3,Poa bulbosa,40,
03/06/2020,A3111,3,Bromus inermis,34,
03/06/2020,A3111,3,Dieteria canescens,16,
03/06/2020,A3111,3,Senecio integerrimus,0,
03/06/2020,A3111,3,poo,13,cattle
03/06/2020,A3111,3,Achillea millefolium,0,
03/06/2020,A3111,3,moss,0,
03/06/2020,A3111,3,soil,13,
03/06/2020,A3111,3,organic matter,8,
03/06/2020,A3111,3,Agropyron cristatum,9,
03/06/2020,A3111,3,Poa pratensis,1,
03/06/2020,A3111,3,Tragopogon dubius,0,
03/06/2020,A3111,3,Agoseris glauca,0.5,
03/06/2020,A3111,4,Poa bulbosa,20,
03/06/2020,A3111,4,Bromus inermis,38,
03/06/2020,A3111,4,Dieteria canescens,20,
03/06/2020,A3111,4,Senecio integerrimus,7,
03/06/2020,A3111,4,poo,4,cattle
03/06/2020,A3111,4,Achillea millefolium,0,
03/06/2020,A3111,4,moss,0,
03/06/2020,A3111,4,soil,3,
03/06/2020,A3111,4,organic matter,10,
03/06/2020,A3111,4,Agropyron cristatum,6,
03/06/2020,A3111,4,Poa pratensis,0,
03/06/2020,A3111,4,Tragopogon dubius,0,
03/06/2020,A3111,4,Agoseris glauca,1,
04/06/2020,A3331,1,Poa bulbosa,66,
04/06/2020,A3331,1,Tragopogon dubius,3,
04/06/2020,A3331,1,Wyethia amplexicaulis,10,
04/06/2020,A3331,1,Madia glomerata,19,
04/06/2020,A3331,1,Achillea millefolium,0,
04/06/2020,A3331,1,Potentilla gracilis,17,
04/06/2020,A3331,1,moss,2,red star
04/06/2020,A3331,1,moss,20,yellow green crust
04/06/2020,A3331,1,rock,0,
04/06/2020,A3331,1,soil,9,
04/06/2020,A3331,1,Poa secunda,3,
04/06/2020,A3331,1,Epilobium brachycarpum,0,
04/06/2020,A3331,1,Dieteria canescens,1,
04/06/2020,A3331,1,poo,0,cattle
04/06/2020,A3331,1,Taraxacum officinale,0,
04/06/2020,A3331,2,Poa bulbosa,59,
04/06/2020,A3331,2,Tragopogon dubius,0,
04/06/2020,A3331,2,Wyethia amplexicaulis,32,
04/06/2020,A3331,2,Madia glomerata,13,
04/06/2020,A3331,2,Achillea millefolium,1,
04/06/2020,A3331,2,Potentilla gracilis,0,
04/06/2020,A3331,2,moss,0,red star
04/06/2020,A3331,2,moss,35,yellow green crust
04/06/2020,A3331,2,rock,2,
04/06/2020,A3331,2,soil,3,
04/06/2020,A3331,2,Poa secunda,14,
04/06/2020,A3331,2,Epilobium brachycarpum,0,
04/06/2020,A3331,2,Dieteria canescens,0,
04/06/2020,A3331,2,poo,4,cattle
04/06/2020,A3331,2,Taraxacum officinale,0,
04/06/2020,A3331,3,Poa bulbosa,61,
04/06/2020,A3331,3,Tragopogon dubius,3,
04/06/2020,A3331,3,Wyethia amplexicaulis,7,
04/06/2020,A3331,3,Madia glomerata,14,
04/06/2020,A3331,3,Achillea millefolium,7,
04/06/2020,A3331,3,Potentilla gracilis,0,
04/06/2020,A3331,3,moss,3,red star
04/06/2020,A3331,3,moss,21,yellow green crust
04/06/2020,A3331,3,rock,12,
04/06/2020,A3331,3,soil,3,
04/06/2020,A3331,3,Poa secunda,0,
04/06/2020,A3331,3,Epilobium brachycarpum,0.5,
04/06/2020,A3331,3,Dieteria canescens,0,
04/06/2020,A3331,3,poo,1,cattle
04/06/2020,A3331,3,Taraxacum officinale,0,
04/06/2020,A3331,4,Poa bulbosa,47,
04/06/2020,A3331,4,Tragopogon dubius,2,
04/06/2020,A3331,4,Wyethia amplexicaulis,23,overhang-9
04/06/2020,A3331,4,Madia glomerata,19,
04/06/2020,A3331,4,Achillea millefolium,1,
04/06/2020,A3331,4,Potentilla gracilis,0,
04/06/2020,A3331,4,moss,0,red star
04/06/2020,A3331,4,moss,51,yellow green crust
04/06/2020,A3331,4,rock,0,
04/06/2020,A3331,4,soil,1,
04/06/2020,A3331,4,Poa secunda,10,
04/06/2020,A3331,4,Epilobium brachycarpum,0.5,
04/06/2020,A3331,4,Dieteria canescens,0,
04/06/2020,A3331,4,poo,0,cattle
04/06/2020,A3331,4,Taraxacum officinale,0.5,
04/06/2020,A3332,1,Ericameria nauseosa,0,overhang-62
04/06/2020,A3332,1,Symphoricarpos oreophilus,33,
04/06/2020,A3332,1,Prunus virginiana,0,
04/06/2020,A3332,1,Artemisia tridentata,0,
04/06/2020,A3332,1,Poa bulbosa,12,
04/06/2020,A3332,1,Poa pratensis,0,
04/06/2020,A3332,1,Elymus glaucus,2,
04/06/2020,A3332,1,Galium aparine,2,
04/06/2020,A3332,1,Hydrophyllum capitatum,1,
04/06/2020,A3332,1,Viola nuttallii,1,
04/06/2020,A3332,1,Heliomeris multiflora,2,
04/06/2020,A3332,1,Dieteria canescens,0,
04/06/2020,A3332,1,Collomia linearis,0,
04/06/2020,A3332,1,rock,0,
04/06/2020,A3332,1,soil,0,
04/06/2020,A3332,1,organic matter,54,
04/06/2020,A3332,1,Nemophila breviflora,1,
04/06/2020,A3332,1,Tragopogon dubius,0,
04/06/2020,A3332,1,Carex sp.,0,
04/06/2020,A3332,2,Ericameria nauseosa,0,
04/06/2020,A3332,2,Symphoricarpos oreophilus,32,overhang-12
04/06/2020,A3332,2,Prunus virginiana,3,
04/06/2020,A3332,2,Artemisia tridentata,13,
04/06/2020,A3332,2,Poa bulbosa,8,
04/06/2020,A3332,2,Poa pratensis,5,
04/06/2020,A3332,2,Elymus glaucus,22,
04/06/2020,A3332,2,Galium aparine,1,
04/06/2020,A3332,2,Hydrophyllum capitatum,1,
04/06/2020,A3332,2,Viola nuttallii,0,
04/06/2020,A3332,2,Heliomeris multiflora,0,
04/06/2020,A3332,2,Dieteria canescens,0,
04/06/2020,A3332,2,Collomia linearis,0,
04/06/2020,A3332,2,rock,0,
04/06/2020,A3332,2,soil,0,
04/06/2020,A3332,2,organic matter,25,
04/06/2020,A3332,2,Nemophila breviflora,0,
04/06/2020,A3332,2,Tragopogon dubius,0,
04/06/2020,A3332,2,Carex sp.,0,
04/06/2020,A3332,3,Ericameria nauseosa,0,overhang-9
04/06/2020,A3332,3,Symphoricarpos oreophilus,4,overhang-15
04/06/2020,A3332,3,Prunus virginiana,0,
04/06/2020,A3332,3,Artemisia tridentata,2,
04/06/2020,A3332,3,Poa bulbosa,15,
04/06/2020,A3332,3,Poa pratensis,0,
04/06/2020,A3332,3,Elymus glaucus,10,
04/06/2020,A3332,3,Galium aparine,0.5,
04/06/2020,A3332,3,Hydrophyllum capitatum,0,
04/06/2020,A3332,3,Viola nuttallii,1,
04/06/2020,A3332,3,Heliomeris multiflora,35,
04/06/2020,A3332,3,Dieteria canescens,4,
04/06/2020,A3332,3,Collomia linearis,0,
04/06/2020,A3332,3,rock,4,
04/06/2020,A3332,3,soil,22,
04/06/2020,A3332,3,organic matter,10,
04/06/2020,A3332,3,Nemophila breviflora,0,
04/06/2020,A3332,3,Tragopogon dubius,0,
04/06/2020,A3332,3,Carex sp.,0,
04/06/2020,A3332,4,Ericameria nauseosa,0,
04/06/2020,A3332,4,Symphoricarpos oreophilus,5,overhang-16
04/06/2020,A3332,4,Prunus virginiana,7,
04/06/2020,A3332,4,Artemisia tridentata,0,overhang-6
04/06/2020,A3332,4,Poa bulbosa,12,
04/06/2020,A3332,4,Poa pratensis,4,
04/06/2020,A3332,4,Elymus glaucus,11,
04/06/2020,A3332,4,Galium aparine,0,
04/06/2020,A3332,4,Hydrophyllum capitatum,0,
04/06/2020,A3332,4,Viola nuttallii,7,
04/06/2020,A3332,4,Heliomeris multiflora,0,
04/06/2020,A3332,4,Dieteria canescens,4,
04/06/2020,A3332,4,Collomia linearis,0.5,
04/06/2020,A3332,4,rock,7,
04/06/2020,A3332,4,soil,40,
04/06/2020,A3332,4,organic matter,14,
04/06/2020,A3332,4,Nemophila breviflora,0,
04/06/2020,A3332,4,Tragopogon dubius,1,
