,Year,Plot,Quadrant,Species,Cover,Site
518,2023,C222,2,Dactylis glomerata,5,Boothby
519,2023,C222,2,Rumex crispus,3,Boothby
520,2023,C222,2,Glechoma hederacea,2,Boothby
521,2023,C222,3,Prunus spinosa,25,Boothby
522,2023,C222,3,Taraxacum officinale,20,Boothby
523,2023,C222,3,Rubus fruticosus,8,Boothby
524,2023,C222,3,Mercurialis perennis,5,Boothby
525,2023,C222,3,Fraxinus excelsior,8,Boothby
526,2023,C222,3,Hedera helix,14,Boothby
527,2023,C222,3,Glechoma hederacea,2,Boothby
528,2023,C222,3,Geranium dissectum,3,Boothby
529,2023,C222,3,Dactylis glomerata,2,Boothby
530,2023,C222,3,Veronica chamaedrys,NA,Boothby
531,2023,C222,4,Hedera helix,30,Boothby
532,2023,C222,4,Prunus spinosa,10,Boothby
533,2023,C222,4,Brachypodium sylvaticum,20,Boothby
534,2023,C222,4,Rubus fruticosus,5,Boothby
535,2023,C222,4,Anthriscus sylvestris,5,Boothby
536,2023,C222,4,Veronica chamaedrys,2,Boothby
537,2023,C222,4,Glechoma hederacea,3,Boothby
538,2023,C222,4,Mercurialis perennis,5,Boothby
539,2023,C221,1,Galium aparine,40,Boothby
540,2023,C221,1,Rubus fruticosus,10,Boothby
541,2023,C221,1,Brachypodium sylvaticum,5,Boothby
542,2023,C221,1,Quercus robur,2,Boothby
543,2023,C221,1,Agrostis stolonifera,15,Boothby
544,2023,C221,2,Galium aparine,25,Boothby
545,2023,C221,2,Urtica dioica,4,Boothby
546,2023,C221,2,Brachypodium sylvaticum,6,Boothby
547,2023,C221,2,Agrostis stolonifera,10,Boothby
548,2023,C221,2,Geranium columbinum,4,Boothby
549,2023,C221,2,Quercus robur,2,Boothby
550,2023,C221,2,Mercurialis perennis,5,Boothby
551,2023,C221,3,Galium aparine,30,Boothby
552,2023,C221,3,Mercurialis perennis,20,Boothby
553,2023,C221,3,Lonicera periclymenum,10,Boothby
554,2023,C221,3,Urtica dioica,2,Boothby
555,2023,C221,4,Galium aparine,60,Boothby
556,2023,C221,4,Urtica dioica,15,Boothby
557,2023,C221,4,Hedera helix,5,Boothby
558,2023,C221,4,Geranium columbinum,6,Boothby
559,2023,C221,4,Lonicera periclymenum,10,Boothby
560,2023,C221,4,Rubus fruticosus,3,Boothby
561,2023,C211,1,Hordeum vulgare,100,Boothby
562,2023,C211,2,Hordeum vulgare,100,Boothby
563,2023,C211,3,Hordeum vulgare,100,Boothby
564,2023,C211,4,Hordeum vulgare,100,Boothby
565,2023,C212,1,Hordeum vulgare,100,Boothby
566,2023,C212,2,Hordeum vulgare,100,Boothby
567,2023,C212,3,Hordeum vulgare,100,Boothby
568,2023,C212,4,Hordeum vulgare,100,Boothby
569,2023,C122,1,Rubus fruticosus,20,Boothby
570,2023,C122,1,Geranium robertianium,6,Boothby
571,2023,C122,1,Poa nemoralis,10,Boothby
572,2023,C122,1,Brachypodium sylvaticum,2,Boothby
573,2023,C122,1,Elymus repens,5,Boothby
574,2023,C122,1,Agrostis stolonifera,25,Boothby
575,2023,C122,1,Fraxinus excelsior,3,Boothby
576,2023,C122,2,Geranium robertianium,20,Boothby
577,2023,C122,2,Rumex crispus,15,Boothby
578,2023,C122,2,Festuca myuros,2,Boothby
579,2023,C122,2,Rubus fruticosus,5,Boothby
580,2023,C122,2,Agrostis stolonifera,15,Boothby
581,2023,C122,2,Elymus repens,1,Boothby
582,2023,C122,2,Mercurialis perennis,2,Boothby
583,2023,C122,2,Glechoma hederacea,3,Boothby
584,2023,C122,3,Potentilla sterilis,25,Boothby
585,2023,C122,3,Geum urbanum,4,Boothby
586,2023,C122,3,Poa nemoralis,8,Boothby
587,2023,C122,3,Agrostis stolonifera,15,Boothby
588,2023,C122,3,Angelica sylvestris,10,Boothby
589,2023,C122,4,Rumex crispus,15,Boothby
590,2023,C122,4,Angelica sylvestris,5,Boothby
591,2023,C122,4,Mercurialis perennis,2,Boothby
592,2023,C122,4,Rubus fruticosus,2,Boothby
593,2023,C122,4,Potentilla sterilis,5,Boothby
594,2023,C123,1,Rubus fruticosus,95,Boothby
595,2023,C123,1,Brachypodium sylvaticum,3,Boothby
596,2023,C123,1,Juncus effusus,2,Boothby
597,2023,C123,2,Rubus fruticosus,90,Boothby
598,2023,C123,2,Brachypodium sylvaticum,4,Boothby
599,2023,C123,2,Juncus effusus,6,Boothby
600,2023,C123,3,Rubus fruticosus,60,Boothby
601,2023,C123,3,Potentilla sterilis,15,Boothby
602,2023,C123,3,Brachypodium sylvaticum,5,Boothby
603,2023,C123,3,Geranium robertianium,2,Boothby
604,2023,C123,4,Rubus fruticosus,98,Boothby
605,2023,C123,4,Brachypodium sylvaticum,2,Boothby
606,2023,C121,1,Dactylis glomerata,70,Boothby
607,2023,C121,1,Anisantha sterilis,5,Boothby
608,2023,C121,1,Rumex crispus,4,Boothby
609,2023,C121,1,Fraxinus excelsior,8,Boothby
610,2023,C121,1,Potentilla sterilis,2,Boothby
611,2023,C121,1,Glechoma hederacea,2,Boothby
612,2023,C121,1,Anthriscus sylvestris,3,Boothby
613,2023,C121,2,Heracleum sphondylium,15,Boothby
614,2023,C121,2,Dactylis glomerata,40,Boothby
615,2023,C121,2,Potentilla sterilis,3,Boothby
616,2023,C121,2,Fraxinus excelsior,10,Boothby
617,2023,C121,2,Anthriscus sylvestris,6,Boothby
618,2023,C121,2,Anisantha sterilis,5,Boothby
619,2023,C121,2,Galium aparine,1,Boothby
620,2023,C121,2,Rumex crispus,1,Boothby
621,2023,C121,3,Anthriscus sylvestris,8,Boothby
622,2023,C121,3,Glechoma hederacea,2,Boothby
623,2023,C121,3,Fraxinus excelsior,15,Boothby
624,2023,C121,3,Potentilla sterilis,3,Boothby
625,2023,C121,3,Dactylis glomerata,25,Boothby
626,2023,C121,3,Anisantha sterilis,15,Boothby
627,2023,C121,4,Fraxinus excelsior,30,Boothby
628,2023,C121,4,Anthriscus sylvestris,12,Boothby
629,2023,C121,4,Anisantha sterilis,10,Boothby
630,2023,C121,4,Dactylis glomerata,20,Boothby
631,2023,C121,4,Glechoma hederacea,5,Boothby
632,2023,C121,4,Geranium robertianium,6,Boothby
633,2023,NW323,1,Vicia faba,99,Boothby
634,2023,NW323,1,Anisantha sterilis,1,Boothby
635,2023,NW323,2,Vicia faba,90,Boothby
636,2023,NW323,2,Anisantha sterilis,3,Boothby
637,2023,NW323,3,Vicia faba,95,Boothby
638,2023,NW323,3,Anisantha sterilis,3,Boothby
639,2023,NW323,3,Anthriscus sylvestris,2,Boothby
640,2023,NW323,4,Vicia faba,90,Boothby
641,2023,NW323,4,Poa pratensis,2,Boothby
642,2023,NW312,1,Vicia faba,90,Boothby
643,2023,NW312,2,Vicia faba,92,Boothby
644,2023,NW312,3,Mercurialis perennis,3,Boothby
645,2023,NW312,3,Vicia faba,92,Boothby
646,2023,NW312,4,Epilobium ciliatum,1,Boothby
647,2023,NW312,4,Vicia faba,93,Boothby
648,2023,NW332,1,Vicia faba,30,Boothby
649,2023,NW332,1,Anthriscus sylvestris,4,Boothby
650,2023,NW332,1,Capsella bursa-pastoris,2,Boothby
651,2023,NW332,1,Matricaria discoidea,1,Boothby
652,2023,NW332,2,Vicia faba,15,Boothby
653,2023,NW332,2,Anthriscus sylvestris,2,Boothby
654,2023,NW332,2,Matricaria discoidea,1,Boothby
655,2023,NW332,3,Vicia faba,18,Boothby
656,2023,NW332,3,Matricaria discoidea,2,Boothby
657,2023,NW332,4,Vicia faba,55,Boothby
658,2023,NW332,4,Triticum aestivum,1,Boothby
659,2023,NW332,4,Stellaria media,2,Boothby
660,2023,C313,1,Vicia faba,95,Boothby
661,2023,C313,1,Matricaria chamomilla,4,Boothby
662,2023,C313,1,Capsella bursa-pastoris,1,Boothby
663,2023,C313,2,Vicia faba,100,Boothby
664,2023,C313,3,Vicia faba,100,Boothby
665,2023,C313,4,Vicia faba,100,Boothby
666,2023,C331,1,Vicia faba,60,Boothby
667,2023,C331,1,Anthriscus sylvestris,6,Boothby
668,2023,C331,1,Matricaria chamomilla,2,Boothby
669,2023,C331,1,Capsella bursa-pastoris,1,Boothby
670,2023,C331,1,Matricaria discoidea,3,Boothby
671,2023,C331,2,Vicia faba,70,Boothby
672,2023,C331,2,Matricaria chamomilla,2,Boothby
673,2023,C331,2,Anthriscus sylvestris,4,Boothby
674,2023,C331,2,Capsella bursa-pastoris,3,Boothby
675,2023,C331,3,Vicia faba,40,Boothby
676,2023,C331,3,Capsella bursa-pastoris,0.2,Boothby
677,2023,C331,3,Anthriscus sylvestris,7,Boothby
678,2023,C331,4,Vicia faba,75,Boothby
679,2023,C331,4,Capsella bursa-pastoris,10,Boothby
680,2023,C331,4,Anthriscus sylvestris,2,Boothby
681,2023,C332,1,Triticum aestivum,25,Boothby
682,2023,C332,1,Epilobium angustifolium,4,Boothby
683,2023,C332,1,Epilobium parviflorum,1,Boothby
684,2023,C332,1,Matricaria chamomilla,1,Boothby
685,2023,C332,2,Triticum aestivum,25,Boothby
686,2023,C332,2,Epilobium angustifolium,6,Boothby
687,2023,C332,2,Matricaria discoidea,0.5,Boothby
688,2023,C332,3,Triticum aestivum,15,Boothby
689,2023,C332,3,Epilobium angustifolium,2,Boothby
690,2023,C332,3,Matricaria chamomilla,1,Boothby
691,2023,C332,3,Anthriscus sylvestris,0.5,Boothby
692,2023,C332,4,Triticum aestivum,30,Boothby
693,2023,C332,4,Epilobium angustifolium,8,Boothby
694,2023,C332,4,Matricaria discoidea,1,Boothby
695,2023,C323,1,Triticum aestivum,15,Boothby
696,2023,C323,1,Epilobium angustifolium,3,Boothby
697,2023,C323,1,Sonchus asper,2,Boothby
698,2023,C323,1,Matricaria discoidea,2,Boothby
699,2023,C323,2,Triticum aestivum,15,Boothby
700,2023,C323,2,Matricaria discoidea,2,Boothby
701,2023,C323,2,Sonchus asper,5,Boothby
702,2023,C323,3,Triticum aestivum,12,Boothby
703,2023,C323,3,Pulicaria dysenterica,2,Boothby
704,2023,C323,3,Epilobium angustifolium,4,Boothby
705,2023,C323,3,Sonchus asper,1,Boothby
706,2023,C323,3,Matricaria discoidea,1,Boothby
707,2023,C323,4,Triticum aestivum,10,Boothby
708,2023,C323,4,Matricaria discoidea,2,Boothby
709,2023,C323,4,Epilobium angustifolium,2,Boothby
710,2023,C323,4,Sonchus asper,0.5,Boothby
711,2023,C323,4,Epilobium parviflorum,3,Boothby
712,2023,C321,1,Triticum aestivum,10,Boothby
713,2023,C321,1,Sonchus asper,7,Boothby
714,2023,C321,1,Cirsium vulgare,5,Boothby
715,2023,C321,1,Epilobium angustifolium,3,Boothby
716,2023,C321,1,Matricaria discoidea,1,Boothby
717,2023,C321,2,Sonchus asper,20,Boothby
718,2023,C321,2,Epilobium angustifolium,6,Boothby
719,2023,C321,2,Triticum aestivum,20,Boothby
720,2023,C321,2,Matricaria discoidea,0.2,Boothby
721,2023,C321,3,Triticum aestivum,15,Boothby
722,2023,C321,3,Epilobium angustifolium,2,Boothby
723,2023,C321,3,Pulicaria dysenterica,3,Boothby
724,2023,C321,3,Matricaria discoidea,0.5,Boothby
725,2023,C321,3,Sonchus asper,0.2,Boothby
726,2023,C321,4,Triticum aestivum,25,Boothby
727,2023,C321,4,Sonchus asper,8,Boothby
728,2023,C321,4,Pulicaria dysenterica,2,Boothby
729,2023,C321,4,Matricaria discoidea,0.5,Boothby
730,2023,S123,1,Dactylis glomerata,10,Boothby
731,2023,S123,1,Matricaria discoidea,30,Boothby
732,2023,S123,1,Holcus lanatus,12,Boothby
733,2023,S123,2,Dactylis glomerata,15,Boothby
734,2023,S123,2,Pulicaria dysenterica,4,Boothby
735,2023,S123,2,Matricaria discoidea,7,Boothby
736,2023,S123,2,Brassica napus,3,Boothby
737,2023,S123,2,Helminthotheca echioides,6,Boothby
738,2023,S123,2,Deschampsia cespitosa,4,Boothby
739,2023,S123,3,Sonchus asper,80,Boothby
740,2023,S123,3,Brassica napus,4,Boothby
741,2023,S123,3,Pulicaria dysenterica,2,Boothby
742,2023,S123,3,Matricaria discoidea,4,Boothby
743,2023,S123,4,Brassica napus,35,Boothby
744,2023,S123,4,Matricaria discoidea,15,Boothby
745,2023,S123,4,Dactylis glomerata,2,Boothby
746,2023,S123,4,Pulicaria dysenterica,3,Boothby
747,2023,S123,4,Deschampsia cespitosa,2,Boothby
748,2023,S113,1,Atriplex patula,2,Boothby
749,2023,S113,1,Matricaria chamomilla,6,Boothby
750,2023,S113,1,Vicia faba,4,Boothby
751,2023,S113,1,Triticum aestivum,1,Boothby
752,2023,S113,2,Matricaria discoidea,2,Boothby
753,2023,S113,2,Vicia faba,3,Boothby
754,2023,S113,3,Vicia faba,10,Boothby
755,2023,S113,3,Matricaria chamomilla,5,Boothby
756,2023,S113,3,Matricaria discoidea,2,Boothby
757,2023,S113,3,Pulicaria dysenterica,2,Boothby
758,2023,S113,4,Vicia faba,30,Boothby
759,2023,S113,4,Matricaria chamomilla,9,Boothby
760,2023,C311,1,Triticum aestivum,100,Boothby
761,2023,C311,2,Triticum aestivum,100,Boothby
762,2023,C311,3,Triticum aestivum,98,Boothby
763,2023,C311,3,Bromus hordeaceus,2,Boothby
764,2023,C311,4,Triticum aestivum,100,Boothby
765,2023,NW121,1,Triticum aestivum,100,Boothby
766,2023,NW121,2,Triticum aestivum,100,Boothby
767,2023,NW121,3,Triticum aestivum,100,Boothby
768,2023,NW121,4,Triticum aestivum,100,Boothby
769,2023,NW123,1,Triticum aestivum,100,Boothby
770,2023,NW123,2,Triticum aestivum,100,Boothby
771,2023,NW123,3,Triticum aestivum,100,Boothby
772,2023,NW123,4,Triticum aestivum,100,Boothby
773,2023,NW131,1,Triticum aestivum,100,Boothby
774,2023,NW131,2,Triticum aestivum,100,Boothby
775,2023,NW131,3,Triticum aestivum,100,Boothby
776,2023,NW131,4,Triticum aestivum,100,Boothby
777,2023,NW132,1,Triticum aestivum,100,Boothby
778,2023,NW132,2,Triticum aestivum,100,Boothby
779,2023,NW132,3,Triticum aestivum,100,Boothby
780,2023,NW132,4,Triticum aestivum,100,Boothby
781,2023,NW213,1,Triticum aestivum,100,Boothby
782,2023,NW213,2,Triticum aestivum,100,Boothby
783,2023,NW213,3,Triticum aestivum,100,Boothby
784,2023,NW213,4,Triticum aestivum,100,Boothby
785,2023,NW221,1,Triticum aestivum,100,Boothby
786,2023,NW221,2,Triticum aestivum,100,Boothby
787,2023,NW221,3,Triticum aestivum,100,Boothby
788,2023,NW221,4,Triticum aestivum,100,Boothby
789,2023,NW223,1,Triticum aestivum,100,Boothby
790,2023,NW223,2,Triticum aestivum,100,Boothby
791,2023,NW223,3,Triticum aestivum,100,Boothby
792,2023,NW223,4,Triticum aestivum,100,Boothby
793,2023,NW231,1,Triticum aestivum,100,Boothby
794,2023,NW231,2,Triticum aestivum,100,Boothby
795,2023,NW231,3,Triticum aestivum,100,Boothby
796,2023,NW231,4,Triticum aestivum,100,Boothby
797,2023,NW232,1,Triticum aestivum,100,Boothby
798,2023,NW232,2,Triticum aestivum,100,Boothby
799,2023,NW232,3,Triticum aestivum,100,Boothby
800,2023,NW232,4,Triticum aestivum,100,Boothby
801,2023,C131,1,Triticum aestivum,100,Boothby
802,2023,C131,2,Triticum aestivum,100,Boothby
803,2023,C131,3,Triticum aestivum,100,Boothby
804,2023,C131,4,Triticum aestivum,100,Boothby
805,2023,C132,1,Triticum aestivum,100,Boothby
806,2023,C132,2,Triticum aestivum,100,Boothby
807,2023,C132,3,Triticum aestivum,100,Boothby
808,2023,C132,4,Triticum aestivum,100,Boothby
809,2023,C231,1,Hordeum vulgare,100,Boothby
810,2023,C231,2,Hordeum vulgare,100,Boothby
811,2023,C231,3,Hordeum vulgare,100,Boothby
812,2023,C231,4,Hordeum vulgare,100,Boothby
813,2023,S112,1,Vicia faba,100,Boothby
814,2023,S112,2,Vicia faba,100,Boothby
815,2023,S112,3,Vicia faba,100,Boothby
816,2023,S112,4,Vicia faba,100,Boothby
817,2023,S121,1,Vicia faba,100,Boothby
818,2023,S121,2,Vicia faba,100,Boothby
819,2023,S121,3,Vicia faba,100,Boothby
820,2023,S121,4,Vicia faba,100,Boothby
821,2023,S212,1,Triticum aestivum,100,Boothby
822,2023,S212,2,Triticum aestivum,100,Boothby
823,2023,S212,3,Triticum aestivum,100,Boothby
824,2023,S212,4,Triticum aestivum,100,Boothby
825,2023,S221,1,Hordeum vulgare,100,Boothby
826,2023,S221,2,Hordeum vulgare,100,Boothby
827,2023,S221,3,Hordeum vulgare,100,Boothby
828,2023,S221,4,Hordeum vulgare,100,Boothby
829,2023,S223,1,Hordeum vulgare,100,Boothby
830,2023,S223,2,Hordeum vulgare,100,Boothby
831,2023,S223,3,Hordeum vulgare,100,Boothby
832,2023,S223,4,Hordeum vulgare,100,Boothby
833,2023,S231,1,Triticum aestivum,100,Boothby
834,2023,S231,2,Triticum aestivum,100,Boothby
835,2023,S231,3,Triticum aestivum,100,Boothby
836,2023,S231,4,Triticum aestivum,100,Boothby
837,2023,S232,1,Triticum aestivum,100,Boothby
838,2023,S232,2,Triticum aestivum,100,Boothby
839,2023,S232,3,Triticum aestivum,100,Boothby
840,2023,S232,4,Triticum aestivum,100,Boothby
841,2023,NE211,1,Brassica napus,100,Boothby
842,2023,NE211,2,Brassica napus,100,Boothby
843,2023,NE211,3,Brassica napus,100,Boothby
844,2023,NE211,4,Brassica napus,100,Boothby
845,2023,NE212,1,Brassica napus,100,Boothby
846,2023,NE212,2,Brassica napus,100,Boothby
847,2023,NE212,3,Brassica napus,100,Boothby
848,2023,NE212,4,Brassica napus,100,Boothby
849,2023,NE221,1,Brassica napus,100,Boothby
850,2023,NE221,2,Brassica napus,100,Boothby
851,2023,NE221,3,Brassica napus,100,Boothby
852,2023,NE221,4,Brassica napus,100,Boothby
853,2023,NE223,1,Brassica napus,100,Boothby
854,2023,NE223,2,Brassica napus,100,Boothby
855,2023,NE223,3,Brassica napus,100,Boothby
856,2023,NE223,4,Brassica napus,100,Boothby
857,2023,NE231,1,Brassica napus,100,Boothby
858,2023,NE231,2,Brassica napus,100,Boothby
859,2023,NE231,3,Brassica napus,100,Boothby
860,2023,NE231,4,Brassica napus,100,Boothby
861,2023,NE232,1,Brassica napus,100,Boothby
862,2023,NE232,2,Brassica napus,100,Boothby
863,2023,NE232,3,Brassica napus,100,Boothby
864,2023,NE232,4,Brassica napus,100,Boothby
